field_name,valueset_item,valueset_item_descriptor
RESULT_UNIT,kPa,kPa=kilopascal
RESULT_UNIT,ks,ks=kilosecond
RESULT_UNIT,kU,kU=kilo enzyme unit
RESULT_UNIT,kU/g,kU/g=kilo enzyme unit per gram
RESULT_UNIT,kU/L,kU/L=kilo enzyme unit per liter
RESULT_UNIT,kU/L{class},kU/L{class}=kilo enzyme unit per liter class
RESULT_UNIT,kU/mL,kU/mL=kilo enzyme unit per milliliter
RESULT_UNIT,L,L=liter
RESULT_UNIT,L/(24.h),L/(24.h)=liter per 24 hour
RESULT_UNIT,L/(8.h),L/(8.h)=liter per 8 hour
RESULT_UNIT,L/(min.m2),L/(min.m2)=liter per minute per square meter
RESULT_UNIT,L/d,L/d=liter per day
RESULT_UNIT,L/h,L/h=liter per hour
RESULT_UNIT,L/kg,L/kg=liter per kilogram
RESULT_UNIT,L/L,L/L=liter per liter
RESULT_UNIT,L/min,L/min=liter per minute
RESULT_UNIT,L/min/m2,L/min/m2=liter per minute per sqaure meter
RESULT_UNIT,L/s,L/s=liter per second
RESULT_UNIT,L/s/s2,L/s/s2=liter per second per square second
RESULT_UNIT,lm,lm=lumen
RESULT_UNIT,lm.m2,lm.m2=lumen square meter
RESULT_UNIT,m,m=meter
RESULT_UNIT,m/s,m/s=meter per second
RESULT_UNIT,m/s2,m/s2=meter per square second
RESULT_UNIT,m[IU]/L,m[IU]/L=milli international unit per liter
RESULT_UNIT,m[IU]/mL,m[IU]/mL=milli international unit per milliliter
RESULT_UNIT,m2,m2=square meter
RESULT_UNIT,m2/s,m2/s=square meter per second
RESULT_UNIT,m3/s,m3/s=cubic meter per second
RESULT_UNIT,mA,mA=milliampere
RESULT_UNIT,mbar,mbar=millibar
RESULT_UNIT,mbar.s/L,mbar.s/L=millibar second per liter
RESULT_UNIT,mbar/L/s,mbar/L/s=millibar per liter per second
RESULT_UNIT,mcg/mL,mcg/mL=millicentigram per milliliter
RESULT_UNIT,meq,meq=milliequivalent
RESULT_UNIT,meq/(2.h),meq/(2.h)=milliequivalent per 2 hour
RESULT_UNIT,meq/(24.h),meq/(24.h)=milliequivalent per 24 hour
RESULT_UNIT,meq/(8.h),meq/(8.h)=milliequivalent per 8 hour
RESULT_UNIT,meq/{specimen},meq/{specimen}=milliequivalent per specimen
RESULT_UNIT,meq/{total_volume},meq/{total_volume}=milliequivalent per total volume
RESULT_UNIT,meq/d,meq/d=milliequivalent per day
RESULT_UNIT,meq/dL,meq/dL=milliequivalent per deciliter
RESULT_UNIT,meq/g,meq/g=milliequivalent per gram
RESULT_UNIT,meq/g{creat},meq/g{creat}=milliequivalent per gram of creatinine
RESULT_UNIT,meq/h,meq/h=milliequivalent per hour
RESULT_UNIT,meq/kg,meq/kg=milliequivalent per kilogram
RESULT_UNIT,meq/kg/h,meq/kg/h=milliequivalent per kilogram per hour
RESULT_UNIT,meq/L,meq/L=milliequivalent per liter
RESULT_UNIT,meq/m2,meq/m2=milliequivalent per square meter
RESULT_UNIT,meq/min,meq/min=milliequivalent per minute
RESULT_UNIT,meq/mL,meq/mL=milliequivalent per milliliter
RESULT_UNIT,mg,mg=milligram
RESULT_UNIT,mg/(10.h),mg/(10.h)=milligram per 10 hour
RESULT_UNIT,mg/(12.h),mg/(12.h)=milligram per 12 hour
RESULT_UNIT,mg/(2.h),mg/(2.h)=milligram per 2 hour
RESULT_UNIT,mg/(24.h),mg/(24.h)=milligram per 24 hour
RESULT_UNIT,mg/(6.h),mg/(6.h)=milligram per 6 hour
RESULT_UNIT,mg/(72.h),mg/(72.h)=milligram per 72 hour
RESULT_UNIT,mg/(8.h),mg/(8.h)=milligram per 8 hour
RESULT_UNIT,mg/{collection},mg/{collection}=milligram per collection
RESULT_UNIT,mg/{specimen},mg/{specimen}=milligram per specimen
RESULT_UNIT,mg/{total_output},mg/{total_output}=milligram per total output
RESULT_UNIT,mg/{total_volume},mg/{total_volume}=milligram per total volume
RESULT_UNIT,mg/d,mg/d=milligram per day
RESULT_UNIT,mg/d/{1.73_m2},mg/d/{1.73_m2}=milligram per day per 1.73 square meter
RESULT_UNIT,mg/dL,mg/dL=milligram per deciliter
RESULT_UNIT,mg/dL{RBCs},mg/dL{RBCs}=milligram per deciliter of red blood cells
RESULT_UNIT,mg/g,mg/g=milligram per gram
RESULT_UNIT,mg/g{creat},mg/g{creat}=milligram per gram of creatinine
RESULT_UNIT,mg/g{dry_tissue},mg/g{dry_tissue}=milligram per gram of dry tissue
RESULT_UNIT,mg/g{feces},mg/g{feces}=milligram per gram of feces
RESULT_UNIT,mg/g{tissue},mg/g{tissue}=milligram per gram of tissue
RESULT_UNIT,mg/g{wet_tissue},mg/g{wet_tissue}=milligram per gram of wet tissue
RESULT_UNIT,mg/h,mg/h=milligram per hour
RESULT_UNIT,mg/kg,mg/kg=milligram per kilogram
RESULT_UNIT,mg/kg/(8.h),mg/kg/(8.h)=milligram per kilogram per 8 hour
RESULT_UNIT,mg/kg/d,mg/kg/d=milligram per kilogram per day
RESULT_UNIT,mg/kg/h,mg/kg/h=milligram per kilogram per hour
RESULT_UNIT,mg/kg/min,mg/kg/min=milligram per kilogram per minute
RESULT_UNIT,mg/L,mg/L=milligram per liter
RESULT_UNIT,mg/L{RBCs},mg/L{RBCs}=milligram per liter of red blood cells
RESULT_UNIT,mg/m2,mg/m2=milligram per square meter
RESULT_UNIT,mg/m3,mg/m3=milligram per cubic meter
RESULT_UNIT,mg/mg,mg/mg=milligram per milligram
RESULT_UNIT,mg/mg{creat},mg/mg{creat}=milligram per milligram of creatinine
RESULT_UNIT,mg/min,mg/min=milligram per minute
RESULT_UNIT,mg/mL,mg/mL=milligram per milliliter
RESULT_UNIT,mg/mmol,mg/mmol=milligram per millimole
RESULT_UNIT,mg/mmol{creat},mg/mmol{creat}=milligram per millimole of creatinine
RESULT_UNIT,mg/wk,mg/wk=milligram per week
RESULT_UNIT,mg{FEU}/L,mg{FEU}/L=milligram fibrinogen equivalent unit per liter
RESULT_UNIT,min,min=minute
RESULT_UNIT,min/d,min/d=minute per day
RESULT_UNIT,min/wk,min/wk=minute per week
RESULT_UNIT,mL,mL=milliliter
RESULT_UNIT,mL/(10.h),mL/(10.h)=milliliter per 10 hour
RESULT_UNIT,mL/(12.h),mL/(12.h)=milliliter per 12 hour
RESULT_UNIT,mL/(2.h),mL/(2.h)=milliliter per 2 hour
RESULT_UNIT,mL/(24.h),mL/(24.h)=milliliter per 24 hour
RESULT_UNIT,mL/(4.h),mL/(4.h)=milliliter per 4 hour
RESULT_UNIT,mL/(5.h),mL/(5.h)=milliliter per 5 hour
RESULT_UNIT,mL/(6.h),mL/(6.h)=milliliter per 6 hour
RESULT_UNIT,mL/(72.h),mL/(72.h)=milliliter per 72 hour
RESULT_UNIT,mL/(8.h),mL/(8.h)=milliliter per 8 hour
RESULT_UNIT,mL/(8.h)/kg,mL/(8.h)/kg=milliliter per 8 hour per kilogram
RESULT_UNIT,mL/[sin_i],mL/[sin_i]=milliliter per square inch (international)
RESULT_UNIT,mL/{beat},mL/{beat}=milliliter per heart beat
RESULT_UNIT,mL/{beat}/m2,mL/{beat}/m2=milliliter per heart beat per square meter
RESULT_UNIT,mL/cm[H2O],mL/cm[H2O]=milliliter per centimeter of water
RESULT_UNIT,mL/d,mL/d=milliliter per day
RESULT_UNIT,mL/dL,mL/dL=milliliter per deciliter
RESULT_UNIT,mL/h,mL/h=milliliter per hour
RESULT_UNIT,mL/kg,mL/kg=milliliter per kilogram
RESULT_UNIT,mL/kg/(8.h),mL/kg/(8.h)=milliliter per kilogram per 8 hour
RESULT_UNIT,mL/kg/d,mL/kg/d=milliliter per kilogram per day
RESULT_UNIT,mL/kg/h,mL/kg/h=milliliter per kilogram per hour
RESULT_UNIT,mL/kg/min,mL/kg/min=milliliter per kilogram per minute
RESULT_UNIT,mL/m2,mL/m2=milliliter per square meter
RESULT_UNIT,mL/mbar,mL/mbar=milliliter per millibar
RESULT_UNIT,mL/min,mL/min=milliliter per minute
RESULT_UNIT,mL/min/{1.73_m2},mL/min/{1.73_m2}=milliliter per minute per 1.73 square meter
RESULT_UNIT,mL/min/m2,mL/min/m2=milliliter per minute per square meter
RESULT_UNIT,mL/mm,mL/mm=milliliter per millimeter
RESULT_UNIT,mL/s,mL/s=milliliter per second
RESULT_UNIT,mL{fetal_RBCs},mL{fetal_RBCs}=milliliter of fetal red blood cells
RESULT_UNIT,mm,mm=millimeter
RESULT_UNIT,mm/h,mm/h=millimeter per hour
RESULT_UNIT,mm/min,mm/min=millimeter per minute
RESULT_UNIT,mm[H2O],mm[H2O]=millimeter of water
RESULT_UNIT,mm[Hg],mm[Hg]=millimeter of mercury
RESULT_UNIT,mm2,mm2=square millimeter
RESULT_UNIT,mmol,mmol=millimole
RESULT_UNIT,mmol/(12.h),mmol/(12.h)=millimole per 12 hour
RESULT_UNIT,mmol/(2.h),mmol/(2.h)=millimole per 2 hour
RESULT_UNIT,mmol/(24.h),mmol/(24.h)=millimole per 24 hour
RESULT_UNIT,mmol/(5.h),mmol/(5.h)=millimole per 5 hour
RESULT_UNIT,mmol/(6.h),mmol/(6.h)=millimole per 6 hour
RESULT_UNIT,mmol/(8.h),mmol/(8.h)=millimole per 8 hour
RESULT_UNIT,mmol/{ejaculate},mmol/{ejaculate}=millimole per ejaculate
RESULT_UNIT,mmol/{specimen},mmol/{specimen}=millimole per specimen
RESULT_UNIT,mmol/{total_vol},mmol/{total_vol}=millimole per total volume
RESULT_UNIT,mmol/d,mmol/d=millimole per day
RESULT_UNIT,mmol/dL,mmol/dL=millimole per deciliter
RESULT_UNIT,mmol/g,mmol/g=millimole per gram
RESULT_UNIT,mmol/g{creat},mmol/g{creat}=millimole per gram of creatinine
RESULT_UNIT,mmol/h,mmol/h=millimole per hour
RESULT_UNIT,mmol/h/mg{Hb},mmol/h/mg{Hb}=millimole per hour per milligram of hemoglobin
RESULT_UNIT,mmol/h/mg{prot},mmol/h/mg{prot}=millimole per hour per milligram of protein
RESULT_UNIT,mmol/kg,mmol/kg=millimole per kilogram
RESULT_UNIT,mmol/kg/(8.h),mmol/kg/(8.h)=millimole per kilogram per 8 hour
RESULT_UNIT,mmol/kg/d,mmol/kg/d=millimole per kilogram per day
RESULT_UNIT,mmol/kg/h,mmol/kg/h=millimole per kilogram per hour
RESULT_UNIT,mmol/kg/min,mmol/kg/min=millimole per kilogram per minute
RESULT_UNIT,mmol/L,mmol/L=millimole per liter
RESULT_UNIT,mmol/L{RBCs},mmol/L{RBCs}=millimole per liter of red blood cells
RESULT_UNIT,mmol/m2,mmol/m2=millimole per square meter
RESULT_UNIT,mmol/min,mmol/min=millimole per minute
RESULT_UNIT,mmol/mL,mmol/mL=millimole per milliliter
RESULT_UNIT,mmol/mmol,mmol/mmol=millimole per millimole
RESULT_UNIT,mmol/mmol{creat},mmol/mmol{creat}=millimole per millmole of creatinine
RESULT_UNIT,mmol/mmol{urea},mmol/mmol{urea}=millimole per millimole of urea
RESULT_UNIT,mmol/mol,mmol/mol=millimole per mole
RESULT_UNIT,mmol/mol{creat},mmol/mol{creat}=millimole per mole of creatinine
RESULT_UNIT,mmol/s/L,mmol/s/L=millimole per second per liter
RESULT_UNIT,mo,mo=month
RESULT_UNIT,mol,mol=mole
RESULT_UNIT,mol/kg,mol/kg=mole per kilogram
RESULT_UNIT,mol/kg/s,mol/kg/s=mole per kilogram per second
RESULT_UNIT,mol/L,mol/L=mole per liter
RESULT_UNIT,mol/m3,mol/m3=mole per cubic meter
RESULT_UNIT,mol/mL,mol/mL=mole per milliliter
RESULT_UNIT,mol/mol,mol/mol=mole per mole
RESULT_UNIT,mol/s,mol/s=mole per second
RESULT_UNIT,mosm,mosm=milliosmole
RESULT_UNIT,mosm/dL,mosm/dL=milliosmole per deciliter
RESULT_UNIT,mosm/kg,mosm/kg=milliosmole per kilogram
RESULT_UNIT,mosm/L,mosm/L=milliosmole per liter
RESULT_UNIT,mosm/mL,mosm/mL=milliosmole per milliliter
RESULT_UNIT,mPa,mPa=millipascal
RESULT_UNIT,mPa.s,mPa.s=millipascal second
RESULT_UNIT,Ms,Ms=megasecond
RESULT_UNIT,ms,ms=millisecond
RESULT_UNIT,mU/g,mU/g=milli enzyme unit per gram
RESULT_UNIT,mU/g{Hb},mU/g{Hb}=milli enzyme unit per gram of hemoglobin
RESULT_UNIT,mU/g{prot},mU/g{prot}=milli enzyme unit per gram of protein
RESULT_UNIT,mU/L,mU/L=milli enzyme unit per liter
RESULT_UNIT,mU/mg,mU/mg=milli enzyme unit per milligram
RESULT_UNIT,mU/mg{creat},mU/mg{creat}=milli enzyme unit per milligram of creatinine
RESULT_UNIT,mU/mL,mU/mL=milli enzyme unit per milliliter
RESULT_UNIT,mU/mL/min,mU/mL/min=milli enzyme unit per milliliter per minute
RESULT_UNIT,mU/mmol{creat},mU/mmol{creat}=milli enzyme unit per millimole of creatinine
RESULT_UNIT,mU/mmol{RBCs},mU/mmol{RBCs}=milli enzyme unit per millimole of red blood cells
RESULT_UNIT,mV,mV=millivolt
RESULT_UNIT,mV/s,mV/s=millivolt per second
RESULT_UNIT,N,N=Newton
RESULT_UNIT,N.cm,N.cm=Newton centimeter
RESULT_UNIT,N.s,N.s=Newton second
RESULT_UNIT,ng,ng=nanogram
RESULT_UNIT,ng/(24.h),ng/(24.h)=nanogram per 24 hour
RESULT_UNIT,ng/(8.h),ng/(8.h)=nanogram per 8 hour
RESULT_UNIT,ng/10*6,ng/10*6=nanogram per million
RESULT_UNIT,ng/10*6{RBCs},ng/10*6{RBCs}=nanogram per million red blood cells
RESULT_UNIT,ng/d,ng/d=nanogram per day
RESULT_UNIT,ng/dL,ng/dL=nanogram per deciliter
RESULT_UNIT,ng/g,ng/g=nanogram per gram
RESULT_UNIT,ng/g{creat},ng/g{creat}=nanogram per gram of creatinine
RESULT_UNIT,ng/h,ng/h=nanogram per hour
RESULT_UNIT,ng/kg,ng/kg=nanogram per kilogram
RESULT_UNIT,ng/kg/(8.h),ng/kg/(8.h)=nanogram per kilogram per 8 hour
RESULT_UNIT,ng/kg/h,ng/kg/h=nanogram per kilogram per hour
RESULT_UNIT,ng/kg/min,ng/kg/min=nanogram per kilogram per minute
RESULT_UNIT,ng/L,ng/L=nanogram per liter
RESULT_UNIT,ng/m2,ng/m2=nanogram per square meter
RESULT_UNIT,ng/mg,ng/mg=nanogram per milligram
RESULT_UNIT,ng/mg/h,ng/mg/h=nanogram per milligram per hour
RESULT_UNIT,ng/mg{creat},ng/mg{creat}=nanogram per milligram of creatinine
RESULT_UNIT,ng/mg{prot},ng/mg{prot}=nanogram per milligram of protein
RESULT_UNIT,ng/min,ng/min=nanogram per minute
RESULT_UNIT,ng/mL,ng/mL=nanogram per millliiter
RESULT_UNIT,ng/mL/h,ng/mL/h=nanogram per milliliter per hour
RESULT_UNIT,ng/mL{RBCs},ng/mL{RBCs}=nanogram per milliliter of red blood cells
RESULT_UNIT,ng/s,ng/s=nanogram per second
RESULT_UNIT,ng/U,ng/U=nanogram per enzyme unit
RESULT_UNIT,ng{FEU}/mL,ng{FEU}/mL=nanogram fibrinogen equivalent unit per milliliter
RESULT_UNIT,nkat,nkat=nanokatal
RESULT_UNIT,nL,nL=nanoliter
RESULT_UNIT,nm,nm=nanometer
RESULT_UNIT,nm/s/L,nm/s/L=nanometer per second per liter
RESULT_UNIT,nmol,nmol=nanomole
RESULT_UNIT,nmol/(24.h),nmol/(24.h)=nanomole per 24 hour
RESULT_UNIT,nmol/d,nmol/d=nanomole per day
RESULT_UNIT,nmol/dL,nmol/dL=nanomole per deciliter
RESULT_UNIT,nmol/dL{GF},nmol/dL{GF}=nanomole per deciliter of glomerular filtrate
RESULT_UNIT,nmol/g,nmol/g=nanomole per gram
RESULT_UNIT,nmol/g{creat},nmol/g{creat}=nanomole per gram of creatinine
RESULT_UNIT,nmol/g{dry_wt},nmol/g{dry_wt}=nanomole per gram of dry weight
RESULT_UNIT,nmol/h/L,nmol/h/L=nanomole per hour per liter
RESULT_UNIT,nmol/h/mg{prot},nmol/h/mg{prot}=nanomole per hour per milligram of protein
RESULT_UNIT,nmol/h/mL,nmol/h/mL=nanomole per hour per milliliter
RESULT_UNIT,nmol/L,nmol/L=nanomole per liter
RESULT_UNIT,nmol/L/mmol{creat},nmol/L/mmol{creat}=nanomole per liter per millimole of creatinine
RESULT_UNIT,nmol/L{RBCs},nmol/L{RBCs}=nanomole per liter of red blood cells
RESULT_UNIT,nmol/m/mg{prot},nmol/m/mg{prot}=nanomole per meter per milligram of protein
RESULT_UNIT,nmol/mg,nmol/mg=nanomole per milligram
RESULT_UNIT,nmol/mg/h,nmol/mg/h=nanomole per milligram per hour
RESULT_UNIT,nmol/mg{creat},nmol/mg{creat}=nanomole per milligram of creatinine
RESULT_UNIT,nmol/mg{prot},nmol/mg{prot}=nanomole per milligram of protein
RESULT_UNIT,nmol/mg{prot}/h,nmol/mg{prot}/h=nanomole per milligram of protein per hour
RESULT_UNIT,nmol/min,nmol/min=nanomole per minute
RESULT_UNIT,nmol/min/10*6{cells},nmol/min/10*6{cells}=nanomole per minute per million cells
RESULT_UNIT,nmol/min/mg{Hb},nmol/min/mg{Hb}=nanomole per minute per milligram of hemoglobin
RESULT_UNIT,nmol/min/mg{prot},nmol/min/mg{prot}=nanomole per minute per milligram of protein
RESULT_UNIT,nmol/min/mg{protein},nmol/min/mg{protein}=nanomole per minute per milligram protein
RESULT_UNIT,nmol/min/mL,nmol/min/mL=nanomole per minute per milliliter
RESULT_UNIT,nmol/mL,nmol/mL=nanomole per milliliter
RESULT_UNIT,nmol/mL/h,nmol/mL/h=nanomole per milliliter per hour
RESULT_UNIT,nmol/mL/min,nmol/mL/min=nanomole per milliliter per minute
RESULT_UNIT,nmol/mmol,nmol/mmol=nanomole per millimole
RESULT_UNIT,nmol/mmol{creat},nmol/mmol{creat}=nanomole per millimole of creatinine
RESULT_UNIT,nmol/mol,nmol/mol=nanomole per mole
RESULT_UNIT,nmol/mol{creat},nmol/mol{creat}=nanomole per mole creatinine
RESULT_UNIT,nmol/nmol,nmol/nmol=nanomole per nanomole
RESULT_UNIT,nmol/s,nmol/s=nanomole per second
RESULT_UNIT,nmol/s/L,nmol/s/L=nanomole per second per liter
RESULT_UNIT,nmol/umol{creat},nmol/umol{creat}=nanomole per micromole of creatinine
RESULT_UNIT,nmol{1/2cys}/mg{prot},nmol{1/2cys}/mg{prot}=nanomole of 1/2 cystine per milligram of protein
RESULT_UNIT,nmol{ATP},nmol{ATP}=nanomole of ATP
RESULT_UNIT,nmol{BCE},nmol{BCE}=nanomole bone collagen equivalent
RESULT_UNIT,nmol{BCE}/L,nmol{BCE}/L=nanomole bone collagen equivalent per liter
RESULT_UNIT,nmol{BCE}/mmol{creat},nmol{BCE}/mmol{creat}=nanomole bone collagen equivalent per millimole of creatinine
RESULT_UNIT,ns,ns=nanosecond
RESULT_UNIT,nU/{RBC},nU/{RBC}=nanoenzyme unit per red blood cell
RESULT_UNIT,nU/mL,nU/mL=nanoenzyme unit per milliliter
RESULT_UNIT,Ohm,Ohm=Ohm
RESULT_UNIT,Ohm.m,Ohm.m=Ohm meter
RESULT_UNIT,osm,osm=osmole
RESULT_UNIT,osm/kg,osm/kg=osmole per kilogram
RESULT_UNIT,osm/L,osm/L=osmole per liter
RESULT_UNIT,Pa,Pa=Pascal
RESULT_UNIT,pA,pA=picoampere
RESULT_UNIT,pg,pg=picogram
RESULT_UNIT,pg/{cell},pg/{cell}=picogram per cell
RESULT_UNIT,pg/{RBC},pg/{RBC}=picogram per red blood cell
RESULT_UNIT,pg/dL,pg/dL=picogram per deciliter
RESULT_UNIT,pg/L,pg/L=picogram per liter
RESULT_UNIT,pg/mg,pg/mg=picogram per milligram
RESULT_UNIT,pg/mg{creat},pg/mg{creat}=picogram per milligram of creatinine
RESULT_UNIT,pg/mL,pg/mL=picogram per milliliter
RESULT_UNIT,pg/mL{sLT},pg/mL{sLT}=picogram per milliliter sulfidoleukotrienes
RESULT_UNIT,pg/mm,pg/mm=picogram per millimeter
RESULT_UNIT,pkat,pkat=picokatal
RESULT_UNIT,pL,pL=picoliter
RESULT_UNIT,pm,pm=picometer
RESULT_UNIT,pmol,pmol=picomole
RESULT_UNIT,pmol/(24.h),pmol/(24.h)=picomole per 24 hour
RESULT_UNIT,pmol/{RBC},pmol/{RBC}=picomole per red blood cell
RESULT_UNIT,pmol/d,pmol/d=picomole per day
RESULT_UNIT,pmol/dL,pmol/dL=picomole per deciliter
RESULT_UNIT,pmol/g,pmol/g=picomole per gram
RESULT_UNIT,pmol/h/mg{prot},pmol/h/mg{prot}=picomole per hour per milligram of protein
RESULT_UNIT,pmol/H/mg{protein},pmol/H/mg{protein}=picomole per hour per milligram protein
RESULT_UNIT,pmol/h/mL,pmol/h/mL=picomole per hour per milliliter
RESULT_UNIT,pmol/L,pmol/L=picomole per liter
RESULT_UNIT,pmol/mg{prot},pmol/mg{prot}=picomole per milligram of protein
RESULT_UNIT,pmol/min,pmol/min=picomole per minute
RESULT_UNIT,pmol/min/mg{prot},pmol/min/mg{prot}=picomole per minute per milligram of protein
RESULT_UNIT,pmol/mL,pmol/mL=picomole per milliliter
RESULT_UNIT,pmol/mmol{creat},pmol/mmol{creat}=picomole per millimole of creatinine
RESULT_UNIT,pmol/umol,pmol/umol=picomole per micromole
RESULT_UNIT,pmol/umol{creat},pmol/umol{creat}=picomole per micromole of creatinine
RESULT_UNIT,ps,ps=picosecond
RESULT_UNIT,pT,pT=picotesla
RESULT_UNIT,S,S=Siemens
RESULT_UNIT,s,s=second
RESULT_UNIT,s/{control},s/{control}=second per control
RESULT_UNIT,Sv,Sv=Sievert
RESULT_UNIT,T,T=Tesla
RESULT_UNIT,t,t=metric ton
RESULT_UNIT,Torr,Torr=Torr
RESULT_UNIT,U,U=enzyme unit
RESULT_UNIT,U/(10.g){feces},U/(10.g){feces}=enzyme unit per 10 gram of feces
RESULT_UNIT,U/(12.h),U/(12.h)=enzyme unit per 12 hour
RESULT_UNIT,U/(2.h),U/(2.h)=enzyme unit per 2 hour
RESULT_UNIT,U/(24.h),U/(24.h)=enzyme unit per 24 hour
RESULT_UNIT,U/10,U/10=enzyme unit per 10
RESULT_UNIT,U/10*10,U/10*10=enzyme unit per 10 billion
RESULT_UNIT,U/10*10{cells},U/10*10{cells}=enzyme unit per 10 billion cells
RESULT_UNIT,U/10*12,U/10*12=enzyme unit per trillion
RESULT_UNIT,U/10*12{RBCs},U/10*12{RBCs}=enzyme unit per trillion red blood cells
RESULT_UNIT,U/10*6,U/10*6=enzyme unit per million
RESULT_UNIT,U/10*9,U/10*9=enzyme unit per billion
RESULT_UNIT,U/d,U/d=enzyme unit per day
RESULT_UNIT,U/dL,U/dL=enzyme unit per deciliter
RESULT_UNIT,U/g,U/g=enzyme unit per gram
RESULT_UNIT,U/g{creat},U/g{creat}=enzyme unit per gram of creatinine
RESULT_UNIT,U/g{Hb},U/g{Hb}=enzyme unit per gram of hemoglobin
RESULT_UNIT,U/g{protein},U/g{protein}=enzyme unit per gram of protein
RESULT_UNIT,U/h,U/h=enzyme unit per hour
RESULT_UNIT,U/kg{Hb},U/kg{Hb}=enzyme unit per kilogram of hemoglobin
RESULT_UNIT,U/L,U/L=enzyme unit per liter
RESULT_UNIT,U/min,U/min=enzyme unit per minute
RESULT_UNIT,U/mL,U/mL=enzyme unit per milliliter
RESULT_UNIT,U/mL{RBCs},U/mL{RBCs}=enzyme unit per milliliter of red blood cells
RESULT_UNIT,U/mmol{creat},U/mmol{creat}=enzyme unit per millimole of creatinine
RESULT_UNIT,U/s,U/s=enzyme unit per second
RESULT_UNIT,u[IU],u[IU]=micro international unit
RESULT_UNIT,u[IU]/L,u[IU]/L=microinternational unit per liter
RESULT_UNIT,u[IU]/mL,u[IU]/mL=micro international unit per milliliter
RESULT_UNIT,U{25Cel}/L,U{25Cel}/L=enzyme unit per liter at 25 deg Celsius
RESULT_UNIT,U{37Cel}/L,U{37Cel}/L=enzyme unit per liter at 37 deg Celsius
RESULT_UNIT,ueq,ueq=microequivalent
RESULT_UNIT,ueq/L,ueq/L=microequivalent per liter
RESULT_UNIT,ueq/mL,ueq/mL=microequivalent per milliliter
RESULT_UNIT,ug,ug=microgram
RESULT_UNIT,ug/(100.g),ug/(100.g)=microgram per 100 gram
RESULT_UNIT,ug/(24.h),ug/(24.h)=microgram per 24 hour
RESULT_UNIT,ug/(8.h),ug/(8.h)=microgram per 8 hour
RESULT_UNIT,ug/[sft_i],ug/[sft_i]=microgram per square foot (international)
RESULT_UNIT,ug/{specimen},ug/{specimen}=microgram per specimen
RESULT_UNIT,ug/d,ug/d=microgram per day
RESULT_UNIT,ug/dL,ug/dL=microgram per deciliter
RESULT_UNIT,ug/dL{RBCs},ug/dL{RBCs}=microgram per deciliter of red blood cells
RESULT_UNIT,ug/g,ug/g=microgram per gram
RESULT_UNIT,ug/g{creat},ug/g{creat}=microgram per gram of creatinine
RESULT_UNIT,ug/g{dry_tissue},ug/g{dry_tissue}=microgram per gram of dry tissue
RESULT_UNIT,ug/g{dry_wt},ug/g{dry_wt}=microgram per gram of dry weight
RESULT_UNIT,ug/g{feces},ug/g{feces}=microgram per gram of feces
RESULT_UNIT,ug/g{hair},ug/g{hair}=microgram per gram of hair
RESULT_UNIT,ug/g{Hb},ug/g{Hb}=microgram per gram of hemoglobin
RESULT_UNIT,ug/g{tissue},ug/g{tissue}=microgram per gram of tissue
RESULT_UNIT,ug/h,ug/h=microgram per hour
RESULT_UNIT,ug/kg,ug/kg=microgram per kilogram
RESULT_UNIT,ug/kg/(8.h),ug/kg/(8.h)=microgram per kilogram per 8 hour
RESULT_UNIT,ug/kg/d,ug/kg/d=microgram per kilogram per day
RESULT_UNIT,ug/kg/h,ug/kg/h=microgram per kilogram per hour
RESULT_UNIT,ug/kg/min,ug/kg/min=microgram per kilogram per minute
RESULT_UNIT,ug/L,ug/L=microgram per liter
RESULT_UNIT,ug/L/(24.h),ug/L/(24.h)=microgram per liter per 24 hour
RESULT_UNIT,ug/L{RBCs},ug/L{RBCs}=microgram per liter of red blood cells
RESULT_UNIT,ug/m2,ug/m2=microgram per square meter
RESULT_UNIT,ug/m3,ug/m3=microgram per cubic meter
RESULT_UNIT,ug/mg,ug/mg=microgram per milligram
RESULT_UNIT,ug/mg{creat},ug/mg{creat}=microgram per milligram of creatinine
RESULT_UNIT,ug/min,ug/min=microgram per minute
RESULT_UNIT,ug/mL,ug/mL=microgram per milliliter
RESULT_UNIT,ug/mL{class},ug/mL{class}=microgram per milliliter class
RESULT_UNIT,ug/mL{eqv},ug/mL{eqv}=microgram per milliliter equivalent
RESULT_UNIT,ug/mmol,ug/mmol=microgram per millimole
RESULT_UNIT,ug/mmol{creat},ug/mmol{creat}=microgram per millimole of creatinine
RESULT_UNIT,ug/ng,ug/ng=microgram per nanogram
RESULT_UNIT,ug{FEU}/mL,ug{FEU}/mL=microgram fibrinogen equivalent unit per milliliter
RESULT_UNIT,ukat,ukat=microkatal
RESULT_UNIT,uL,uL=microliter
RESULT_UNIT,uL/(2.h),uL/(2.h)=microliter per 2 hour
RESULT_UNIT,uL/h,uL/h=microliter per hour
RESULT_UNIT,um,um=micrometer
RESULT_UNIT,um/s,um/s=microns per second
RESULT_UNIT,umol,umol=micromole
RESULT_UNIT,umol/(2.h),umol/(2.h)=micromole per 2 hour
RESULT_UNIT,umol/(24.h),umol/(24.h)=micromole per 24 hour
RESULT_UNIT,umol/(8.h),umol/(8.h)=micromole per 8 hour
RESULT_UNIT,umol/10*6{RBC},umol/10*6{RBC}=micromole per million red blood cell
RESULT_UNIT,umol/d,umol/d=micromole per day
RESULT_UNIT,umol/dL,umol/dL=micromole per deciliter
